Previous_Fraud_Reports,Fraudulent,Month,Day,Transaction_Amount_Standardized,Transaction_Location_Online,Device_Type_POS,Device_Type_Web,Transaction_Type_Debit,Time_of_Day_non-night,Interaction_Term_time_day_location
0,1,10,24,-0.32075747155798423,0,0,1,1,0,0
0,1,8,31,-1.120358740863028,1,0,0,0,1,1
0,1,6,25,1.5601184563623225,0,0,1,1,0,0
0,0,4,21,-0.24712065307686756,1,0,0,0,1,1
0,1,10,30,-0.7855130208048348,0,0,0,1,0,0
0,1,4,18,-0.09406485426824579,1,0,1,0,0,0
0,0,5,16,-0.9559049118119749,1,0,1,1,1,1
1,1,7,7,0.7363284189257732,1,0,1,1,1,1
0,0,3,9,1.1532988523264682,0,0,0,0,1,0
0,1,2,29,1.354098193618659,0,0,0,1,0,0
1,1,1,16,0.3356547436589372,1,0,0,1,1,1
0,1,6,20,-0.7954975567193293,0,0,1,1,0,0
0,0,11,6,-1.15869631006143,0,0,1,0,0,0
1,1,9,12,-0.738708343426341,0,0,1,1,0,0
0,1,11,14,0.3980771475823794,0,0,0,1,1,0
0,1,6,7,0.04339054022983885,1,0,1,0,1,1
2,1,8,31,-0.04265592698331079,1,0,1,1,1,1
0,0,11,24,0.1559815994543889,1,0,0,0,0,0
0,0,5,27,0.1293677185053446,1,0,0,0,1,1
3,0,7,1,-0.6794559084001099,1,0,0,1,1,1
0,1,4,25,-0.08978972681561352,1,0,0,1,0,0
1,1,8,4,0.6991756905610825,1,0,0,0,1,1
1,0,10,30,-1.0775658929741192,1,0,0,1,1,1
0,0,1,15,-1.0474667784615839,1,0,0,0,1,1
0,1,7,5,-0.8415539135712684,1,0,0,0,0,0
0,1,1,7,0.8203204691377793,0,0,1,0,1,0
0,1,10,21,1.6822298156191529,0,0,0,0,0,0
0,0,9,4,-1.1489023187254566,1,0,0,1,1,1
0,1,9,9,-1.0086095422308519,0,0,0,1,1,0
0,0,4,10,-1.670457474605942,1,0,0,1,0,0
0,1,5,16,-0.7103968835050195,1,0,0,1,1,1
0,1,5,29,0.4564530775474143,1,0,0,1,0,0
0,1,6,8,0.6771660595184792,1,1,0,1,0,0
0,1,7,1,-0.19521630988777816,1,0,1,1,1,1
2,0,2,4,-0.8967979835547962,1,0,0,0,1,1
1,0,1,16,-1.5196986040802176,1,1,0,1,1,1
1,1,6,25,1.4496199230546203,1,0,0,0,1,1
0,1,2,3,-0.803895375961777,0,0,0,1,1,0
0,1,3,17,-1.5472756012625128,1,1,0,0,0,0
0,1,11,24,1.7253933593244568,0,0,0,0,1,0
2,0,10,24,-0.9658478743638831,1,0,0,1,1,1
2,1,9,16,-0.24573833877087037,0,0,1,1,0,0
0,1,2,25,-0.18297641905297293,1,0,1,1,1,1
0,1,1,27,0.38525522967136483,0,0,1,0,1,0
0,1,12,19,-1.4762094023679868,0,0,1,1,1,0
0,1,8,2,0.1251410933090632,1,1,0,0,1,1
0,1,2,5,-0.8234417852711376,1,0,0,0,0,0
0,1,12,9,-0.5178152102174018,1,0,1,1,1,1
0,1,6,23,1.206287567389685,1,0,0,1,0,0
0,1,10,13,0.9372801958807812,1,0,0,0,1,1
0,1,11,1,-1.396301935030092,0,0,1,1,0,0
3,0,11,19,-1.2094643146731583,1,0,0,1,1,1
0,1,6,9,0.5487875158517533,0,0,0,1,0,0
0,1,7,6,1.7292250375761675,0,0,1,1,0,0
0,0,5,30,-1.683130421301022,1,0,0,1,0,0
0,1,5,6,1.2600072807450455,1,1,0,1,1,1
0,1,3,15,1.2068418788908366,1,1,0,0,1,1
0,0,5,10,-1.1950833956651548,1,0,0,0,0,0
0,1,6,21,-1.3169106702776445,1,0,1,1,0,0
0,1,6,22,1.322052059958328,1,0,1,0,1,1
0,0,6,27,-1.536251731283359,1,0,1,1,1,1
2,0,12,25,-1.1422367229241077,1,0,0,0,0,0
0,1,4,25,0.14403618660457063,1,0,0,1,1,1
1,0,5,28,0.3662700607569205,0,0,0,1,1,0
0,0,12,12,-0.9084246672914525,1,0,0,1,1,1
1,1,8,15,1.3161382491304163,0,0,0,0,1,0
0,1,1,25,1.1126470326107578,1,0,0,1,1,1
0,0,3,20,-1.424661897207764,1,0,1,1,1,1
0,1,11,26,-0.48641346367715976,1,0,1,0,1,1
0,1,12,18,0.5614812492281264,1,0,0,1,1,1
0,0,3,10,-1.6636221209073654,0,0,0,1,1,0
0,0,6,24,-1.161142209560262,1,0,0,1,1,1
0,0,1,18,-0.5763747558671931,0,0,0,1,1,0
0,1,10,9,0.35760201465766117,1,0,0,0,0,0
0,1,7,11,1.1550102890862735,0,0,1,0,1,0
0,1,6,1,0.39021978205355445,1,0,0,1,0,0
0,1,11,25,-0.3148956274333053,1,0,0,0,1,1
0,1,10,21,1.68704886123229,1,0,0,0,1,1
1,0,3,10,0.07422411748140031,0,0,0,0,1,0
0,0,8,15,-1.1579999562381083,1,0,1,1,1,1
0,0,4,30,-1.5846050164181953,1,1,0,0,1,1
0,1,3,11,0.5492656095214967,0,1,0,1,1,0
4,0,12,9,-1.671524524245659,0,0,0,0,1,0
0,0,3,4,-1.5754311610741354,0,0,0,1,1,0
0,1,8,27,1.5361791284063349,1,0,1,1,1,1
0,0,12,9,-0.46734514803754246,0,0,1,1,1,0
0,1,10,18,-0.1536845206639898,0,0,1,0,0,0
2,1,3,11,-1.0467011357006182,1,0,1,1,1,1
0,1,5,26,0.3116599845528347,0,0,1,0,1,0
0,1,4,10,1.5655992113299595,0,0,1,1,1,0
0,1,9,3,-1.3864732992252966,0,0,0,0,0,0
0,1,11,3,0.028839863324607595,1,0,0,1,0,0
2,1,2,25,1.0815778729712067,1,0,0,0,1,1
0,1,7,1,1.3988484539960095,1,0,0,1,0,0
3,1,5,11,0.23596528462369215,0,1,0,1,0,0
0,1,9,24,1.1853830949025026,0,0,0,0,1,0
0,1,2,29,0.8838584249572894,0,0,0,0,1,0
2,0,8,20,-0.3997711116002722,0,0,0,0,1,0
0,0,10,26,-1.4843854970099741,1,0,0,0,1,1
2,0,10,30,-1.2991103421969117,0,1,0,1,1,0
0,1,1,18,-0.8752040861380567,1,0,0,0,1,1
0,1,5,8,0.42815201096673966,1,0,0,1,1,1
0,1,10,24,-0.7795472432736901,1,0,1,0,1,1
0,1,12,7,-0.11355929687437331,1,0,1,0,0,0
0,1,2,4,-0.6365314115296777,1,0,0,0,0,0
1,0,4,9,-0.8083367968647547,0,0,0,1,1,0
0,1,2,27,1.5908584935480652,0,1,0,1,1,0
0,0,8,8,-1.2347028102099702,0,0,1,0,1,0
0,1,4,28,-1.0092366071165297,1,0,0,1,1,1
0,1,2,3,-0.2759864244993405,0,0,0,0,1,0
0,0,10,24,-1.1048865210871321,1,0,1,0,1,1
0,0,11,11,-1.163175839880112,0,0,1,0,1,0
1,1,5,18,0.3053131178646479,1,0,1,0,1,1
0,1,7,3,-1.0255472230379175,1,1,0,0,1,1
0,1,3,24,0.6488026328939249,1,0,0,1,1,1
0,0,6,29,-1.3433062910731104,0,0,1,0,1,0
0,1,8,20,1.2581953750256563,0,0,1,0,1,0
0,0,6,29,1.4423203334738295,0,0,1,0,1,0
0,1,7,3,0.31214154266946,1,0,0,0,0,0
0,1,2,24,-0.04788031288166522,1,0,1,0,0,0
0,1,4,26,-0.28870787345077137,1,0,0,0,0,0
0,1,7,19,-0.7244625378467432,1,0,0,0,0,0
1,1,2,13,-0.5995415121684505,1,0,0,1,0,0
0,1,12,23,-0.17697253260612397,0,0,0,0,0,0
0,1,5,17,1.4794349529228155,1,0,0,0,1,1
3,1,8,30,1.2754829649678237,1,0,1,1,1,1
2,1,9,14,-0.4380255340735016,0,0,1,1,0,0
0,1,12,20,1.2070428168100042,1,0,0,0,1,1
0,0,6,3,1.1838344871461604,1,0,0,0,1,1
0,1,6,18,-1.0551855661151208,1,0,1,1,0,0
0,1,11,30,0.6965981420807273,1,0,0,1,1,1
0,1,3,7,-1.3265660837383302,0,1,0,0,1,0
1,1,8,18,1.2868740663164908,1,0,1,0,1,1
0,0,5,9,-1.7234184740941016,1,0,1,0,1,1
0,1,2,7,1.6712405901088208,0,0,0,0,1,0
0,0,1,15,-0.5385741759355316,1,0,1,1,0,0
0,1,7,31,1.5381365408947771,1,0,0,0,1,1
2,1,3,6,0.6196285256989362,0,0,1,0,1,0
0,1,10,7,-0.6932755870131976,1,0,1,0,1,1
0,1,5,22,1.1933236071565003,1,0,0,0,1,1
1,1,6,17,1.653166570724394,1,0,0,0,1,1
2,1,10,20,-1.084196844306646,1,0,1,0,1,1
0,0,3,9,-1.2026151031870531,0,0,0,0,1,0
0,1,12,28,1.2972189047067335,1,0,1,1,0,0
0,1,11,2,0.5259983842606553,1,0,0,0,0,0
0,1,3,17,-0.3681026026501009,1,0,1,0,1,1
2,0,5,8,-0.869906946855176,1,0,1,0,1,1
0,1,2,24,0.6857509588925655,1,0,1,1,0,0
2,1,1,13,0.07512140922388962,1,0,0,1,1,1
0,0,3,28,-0.45508793496832634,0,0,1,1,1,0
0,0,2,28,-1.4305029546511498,0,0,0,1,1,0
5,0,8,4,-0.6599268213251603,0,0,0,1,1,0
0,0,8,7,-1.2692572034130123,1,1,0,1,1,1
0,1,12,30,-1.1382526090095801,1,0,1,1,1,1
0,1,10,13,0.6800138348556459,0,0,1,1,1,0
1,0,2,12,-1.4931817276438748,0,0,1,1,1,0
1,0,12,2,-1.4140918697701783,1,0,1,1,1,1
0,1,2,8,0.3841223555408863,0,0,0,0,1,0
0,1,12,21,-1.5817572410810288,1,0,1,1,1,1
0,1,10,9,0.07055526823315267,1,0,0,0,1,1
1,1,12,23,0.9614620351185227,0,0,1,0,1,0
0,0,4,26,-1.647370400582975,1,1,0,1,1,1
0,1,6,16,-0.6257223372572203,0,0,1,0,1,0
0,1,12,28,0.44591076568488597,0,0,1,0,0,0
0,0,9,23,-1.589815544529021,1,0,0,1,1,1
0,1,4,11,0.24415870150009042,1,0,0,0,0,0
0,1,4,29,-0.2582727075906625,1,1,0,0,1,1
0,1,4,11,1.703903395314183,0,0,0,0,1,0
1,1,6,26,1.7241877318094514,0,0,1,0,1,0
1,1,5,18,0.23875416436386154,0,0,1,1,0,0
0,1,2,26,1.4584819781792826,0,0,0,0,0,0
0,1,1,8,1.4843752541768298,1,0,1,0,1,1
0,1,3,13,-0.27729252097392926,1,0,0,0,0,0
0,1,9,15,-0.5088873306019778,1,0,0,1,0,0
1,1,8,28,-0.8804665809521153,0,0,0,0,1,0
1,0,12,24,-1.323849957382687,1,0,0,1,1,1
1,1,9,16,-0.7734255656328464,0,1,0,0,1,0
0,1,4,12,-0.39812549933122815,0,1,0,0,1,0
0,1,11,25,-0.8936557302326429,0,1,0,0,0,0
0,1,12,18,-0.4155516671486836,0,0,0,1,1,0
0,1,2,6,1.669612300074188,1,0,1,0,1,1
0,1,3,5,0.7116130548681732,0,0,1,0,1,0
0,1,3,19,-0.5843672348244238,0,0,1,0,0,0
0,1,11,24,-0.7942746069699134,1,0,1,1,0,0
1,1,8,23,0.46696074494112055,1,1,0,0,1,1
0,1,12,27,1.0276121838872097,1,0,0,0,1,1
2,1,9,3,1.271214766408956,1,0,1,0,1,1
4,0,8,21,-0.19337668859333124,0,0,0,0,1,0
0,1,8,3,0.5571437617316147,0,0,0,0,0,0
2,0,5,28,-0.23108372845917344,1,0,0,0,1,1
1,1,6,22,0.6793798410762037,1,0,0,1,1,1
4,0,3,5,0.7581544342836201,0,0,1,1,1,0
2,1,4,22,-0.32716669829005035,1,0,1,0,0,0
0,0,8,26,-1.641224471813956,0,0,0,0,1,0
0,1,8,12,0.39112746713669055,1,0,0,0,1,1
0,1,11,12,1.7196458419468903,1,0,1,1,0,0
0,0,2,2,-1.4086388303775987,0,0,1,1,1,0
0,1,10,9,-0.49156163174410594,1,0,0,0,0,0
0,1,8,19,-0.15687527624249378,0,0,0,1,1,0
2,1,11,17,1.5336119732666262,0,1,0,0,0,0
1,1,2,7,1.6893700406433623,1,0,0,1,1,1
0,1,11,29,0.4871411480299234,1,0,0,0,0,0
0,1,5,17,-0.5320436935625885,1,0,1,1,0,0
1,1,4,28,-0.5711884788845429,1,0,0,0,0,0
2,0,11,27,-0.3462592650578431,0,0,0,1,1,0
0,1,7,24,-1.3339557489380582,1,0,0,0,0,0
0,1,8,9,0.8511852264112807,0,0,0,1,0,0
0,1,3,30,0.4325276073789557,1,0,0,1,1,1
0,1,6,23,0.4868120255761147,1,0,0,0,0,0
0,1,9,2,0.4733630427794225,0,1,0,0,1,0
0,0,6,9,-1.11167683697624,1,0,0,1,1,1
0,1,3,31,1.4679814915302694,1,1,0,0,1,1
4,0,1,3,0.9141134395795237,0,0,0,1,1,0
1,1,6,17,0.08699060424229976,1,0,0,0,1,1
0,1,3,8,-0.7899475128140482,0,0,0,0,1,0
2,0,5,10,-1.6432477087931596,1,0,0,0,1,1
0,1,7,19,1.1025585632897972,0,0,1,1,1,0
0,1,12,4,-0.15777949687874765,0,0,0,1,1,0
0,1,10,14,1.44356753435142,1,1,0,1,1,1
0,1,7,26,-0.2892379338237476,0,1,0,1,1,0
1,1,2,27,1.312438219860229,1,0,1,0,1,1
1,1,10,25,-0.12149980912837097,1,0,0,0,1,1
0,0,8,17,-0.565326634759864,1,0,0,0,1,1
0,1,12,25,0.59424105894619,0,0,0,1,1,0
0,0,11,24,-1.5188255634659036,0,0,1,1,0,0
0,1,2,29,-0.7924523079098773,1,0,1,0,1,1
0,0,3,26,-1.1787935664250602,1,0,0,0,1,1
0,1,9,5,0.9109365417885482,1,1,0,1,1,1
5,1,6,10,1.2055738913319523,0,0,1,1,1,0
1,1,4,4,-0.31698122445638843,1,0,0,0,1,1
0,1,6,29,0.3295954260619732,1,0,1,1,0,0
2,1,11,9,1.3060497798094564,1,0,0,0,0,0
3,0,9,12,-0.957744533106422,1,0,0,1,0,0
0,1,9,24,-0.8039993093682429,1,0,0,0,0,0
0,1,4,18,1.4457917092497912,1,0,0,0,1,1
0,1,10,20,-0.434218106949966,0,0,0,0,1,0
0,0,4,5,-0.9480821907519721,0,1,0,0,1,0
1,0,8,30,-1.6064864629261577,1,0,1,1,1,1
0,1,2,26,0.6355060857600493,0,0,1,1,0,0
3,0,9,8,-0.437457364784821,0,0,0,0,1,0
0,0,6,6,-0.9438590300025728,0,0,1,0,1,0
0,1,3,25,0.7127355356580053,1,0,1,1,0,0
0,0,12,11,-0.9867939202136516,1,0,0,1,0,0
0,0,2,14,-1.4200472539606765,1,0,0,1,1,1
0,1,11,5,1.2855090742449047,1,0,0,0,1,1
0,1,12,15,0.8351205862185289,1,0,1,1,0,0
1,1,4,7,-0.3281748523327699,1,0,0,1,0,0
0,1,10,14,0.5332875805007996,1,0,1,0,1,1
0,0,12,8,-0.3486809134284994,0,1,0,1,1,0
0,1,6,5,-1.2977003123158573,1,0,1,0,1,1
0,1,12,15,-1.3674604147357943,1,1,0,0,0,0
0,1,7,7,0.058152548394884054,0,0,0,1,1,0
0,1,7,2,-1.377101970408951,1,0,0,0,0,0
1,1,4,7,-1.1061960820086028,0,0,0,1,1,0
0,0,12,11,0.48503129987866483,0,0,0,1,1,0
1,0,5,29,-0.47051165248787147,1,0,0,0,1,1
0,0,4,12,-1.350283687093857,1,0,0,1,1,1
0,0,5,3,-1.6850947626832282,1,1,0,1,0,0
0,1,2,1,1.7189044503140996,1,0,0,0,1,1
2,0,9,7,-1.2848576077235494,1,0,1,1,1,1
1,1,5,9,0.5821016370709685,0,1,0,1,1,0
0,1,3,7,0.10828655922717013,1,0,0,0,0,0
1,0,7,30,-0.3327202066422137,1,0,0,1,0,0
0,1,12,22,-0.339046286649107,1,1,0,0,0,0
0,0,3,25,-1.71764670558836,1,0,1,0,1,1
0,0,6,28,-1.5057091675699024,1,0,0,1,1,1
0,0,6,6,-0.5522864566952711,0,0,0,0,1,0
0,1,1,4,1.4611461378316923,1,0,1,1,1,1
0,0,7,24,-1.3906964599746958,1,0,0,1,1,1
0,1,9,30,-0.5372368994390033,0,0,1,0,1,0
0,1,2,23,0.09782392964293249,0,0,0,0,1,0
0,1,1,1,0.6368676133847532,1,0,0,1,1,1
0,1,7,5,1.4101494797257392,0,0,1,1,1,0
1,0,6,15,0.15515013220266152,0,1,0,1,1,0
0,0,6,8,-1.1391499007520693,1,0,0,1,1,1
2,0,9,26,-0.42358225502161845,0,0,1,0,1,0
0,1,5,19,0.017660093235755077,1,0,0,1,0,0
0,1,1,27,-1.0188781627896866,1,0,1,1,0,0
0,1,1,30,0.35968414723386216,0,0,1,0,1,0
4,1,6,1,1.7059300967402689,1,0,0,0,1,1
2,1,5,23,-0.3023612586135133,1,0,0,0,0,0
0,1,9,14,1.4526374562890143,1,0,1,0,1,1
0,1,6,15,0.1364144034637352,0,0,0,0,1,0
0,0,9,25,-0.26651462672341136,1,0,1,1,1,1
0,1,11,18,0.2532598034596242,1,0,0,0,1,1
0,0,10,14,-1.4509327979154711,1,0,1,0,1,1
1,1,2,20,0.09605359728612946,1,0,1,0,1,1
0,1,9,23,0.8138869912775379,1,1,0,1,1,1
1,1,5,26,-1.6121854780473732,0,1,0,0,1,0
2,1,9,30,0.2353728642068363,0,0,0,1,1,0
2,1,12,1,1.2653910311999814,1,0,1,1,1,1
0,1,10,18,1.5354030923047224,1,1,0,0,1,1
0,1,5,17,-0.19356376872496991,1,0,1,1,1,1
0,1,7,8,-0.45548634635977897,0,0,1,0,1,0
0,0,7,23,-1.5733559573916989,0,0,1,1,1,0
0,1,4,12,-1.0162486476060983,1,0,0,0,0,0
0,0,8,26,-1.1204730676101404,1,0,0,0,1,1
0,1,5,4,1.2239874265108341,1,0,0,0,1,1
0,0,1,28,-1.0482982457133112,1,0,0,0,1,1
1,1,6,16,-0.6363997625481543,0,0,0,0,0,0
1,1,2,25,-1.6886527496312453,1,0,1,1,0,0
0,0,11,4,-0.6659099210907161,0,1,0,1,1,0
0,1,4,9,-1.2037826217863539,1,0,0,0,1,1
4,1,9,20,1.0735368917576253,1,0,1,1,1,1
0,1,3,1,0.43237517171613876,0,0,1,0,0,0
0,0,5,27,-1.199233803030028,1,1,0,0,1,1
0,0,9,22,-1.6857599364846103,0,0,1,1,1,0
0,1,7,18,0.4054598838883433,0,0,0,1,0,0
3,0,8,19,0.8157577925939247,0,0,1,1,1,0
0,1,7,22,1.455163038066137,1,0,0,1,0,0
0,1,7,18,0.0822754920356282,1,0,1,0,1,1
0,1,11,17,0.7027613930841574,1,0,0,1,1,1
0,1,12,4,1.3417578338242704,0,0,1,0,0,0
0,1,11,15,0.11213902416017449,1,1,0,1,1,1
0,0,5,25,-1.6452120501753658,1,0,1,0,1,1
1,1,4,23,-0.3255488015960639,1,0,0,1,1,1
0,1,4,12,0.15523327892783417,1,1,0,0,1,1
2,1,11,22,1.4356304865443048,1,0,1,1,0,0
0,1,11,30,1.6035487624775557,1,0,1,0,1,1
0,0,3,17,1.716794602162841,0,0,0,1,1,0
0,1,4,14,0.866543119440064,1,1,0,0,1,1
1,1,3,30,1.1776989517177876,1,0,1,0,1,1
0,0,1,25,-0.4742359328862342,1,0,0,1,1,1
1,1,11,8,0.976366085605738,1,0,0,1,1,1
0,1,11,25,0.16428934307789966,1,0,1,0,0,0
0,0,10,20,-0.4101228788842794,0,0,0,1,0,0
0,1,12,8,1.0152995396678781,1,0,1,1,1,1
0,0,12,22,-1.114285565478535,0,0,1,1,1,0
0,0,5,30,-0.8182451149478407,0,0,0,0,1,0
0,1,7,10,1.503623721054321,1,0,0,0,1,1
2,1,9,4,-0.7397130330221784,1,0,0,0,0,0
1,1,9,28,1.135567813183379,0,0,0,1,0,0
0,1,3,28,-0.35569988281183246,1,0,1,1,1,1
0,1,1,3,0.14643011940016934,1,0,0,0,1,1
3,0,12,15,-1.077895015427928,0,0,1,0,0,0
0,1,6,21,-0.9716092495289781,1,0,1,0,1,1
0,1,5,6,1.0886799890797125,0,1,0,0,1,0
2,1,7,9,0.3580801083274045,0,1,0,0,1,0
0,1,1,23,0.4549010053441898,1,0,1,1,1,1
0,1,1,18,-0.15243385533951614,0,0,1,1,0,0
0,1,2,13,1.2042574015167167,1,0,0,0,1,1
0,0,7,22,-0.6152354565448072,1,1,0,1,1,1
0,1,11,14,1.385932996019176,1,0,0,0,0,0
4,0,11,10,-1.601750564038193,0,0,1,0,1,0
0,1,11,3,-0.887918606195723,1,0,1,1,0,0
2,0,8,24,-0.03606308456648824,0,0,0,0,1,0
1,1,1,5,-1.3674708080764408,1,0,1,0,1,1
0,1,5,10,0.7751544751345651,0,0,1,0,0,0
0,1,3,16,0.7805659411645582,1,0,1,1,1,1
0,1,8,21,-0.3802177733971471,1,1,0,1,0,0
0,0,12,21,-1.189225015987358,1,0,0,0,1,1
0,1,1,4,1.188189296877083,1,0,1,1,0,0
0,1,11,15,-0.8862210272234461,0,0,0,0,1,0
2,0,9,6,-0.3684282606570275,0,1,0,0,1,0
0,1,1,26,1.2012225460479118,1,0,1,0,1,1
0,1,4,24,-1.3501936114749198,1,0,1,1,0,0
2,1,11,24,-0.8351689379673776,0,1,0,1,1,0
0,1,7,13,-0.7981478585842106,1,0,1,0,1,1
0,1,6,5,1.3351823136418588,0,0,1,0,1,0
0,1,3,9,1.173136275173933,0,1,0,1,0,0
0,1,8,20,1.6534229397936766,1,0,1,1,1,1
0,0,1,27,-0.5214736661250028,0,0,1,0,1,0
0,1,1,23,-0.5196236514899091,1,0,1,0,0,0
0,1,1,31,0.7695490000791688,1,0,0,0,1,1
0,1,2,6,-0.4012019281626198,0,0,0,1,0,0
2,1,11,24,0.9765358435029656,0,1,0,1,1,0
0,1,10,26,-0.11997198805332174,1,0,0,1,0,0
2,1,7,27,1.4774117159436118,0,0,0,1,1,0
2,1,4,14,1.5265652883082355,1,0,1,1,1,1
2,0,1,21,-0.9171377512001803,0,0,1,1,1,0
1,0,3,11,-0.40739289474110757,0,0,0,1,1,0
1,0,7,13,-1.6711711506636746,1,0,1,1,1,1
0,1,9,18,0.5672045154775174,0,0,0,1,1,0
1,1,8,23,1.6493730013883878,1,0,1,0,0,0
4,0,12,6,-0.865195299095387,0,0,1,1,1,0
0,1,9,22,1.2832848993465336,0,0,1,1,1,0
0,1,5,20,-0.03367261621777149,1,0,0,0,0,0
2,1,5,21,0.9859972479382483,1,0,0,1,1,1
1,1,3,26,-0.23312775211967007,0,0,0,0,0,0
0,0,1,19,-1.4395451610136862,0,0,1,1,1,0
0,1,7,10,0.5956753399554197,0,0,0,1,1,0
1,1,12,8,-0.36227193854736184,0,0,0,1,0,0
3,1,4,20,-1.0764884499937557,1,0,0,0,0,0
0,0,10,13,0.7966063302291346,1,0,0,0,1,1
0,1,4,12,0.22028519803486463,1,0,1,1,1,1
1,0,12,21,-1.2781504385596143,0,0,0,0,1,0
0,0,5,16,0.8428566961064768,1,0,1,0,1,1
0,1,9,22,-1.6735858701405666,1,0,0,1,0,0
0,1,10,28,1.0947912733799094,0,0,1,1,1,0
0,1,9,14,0.29513803737163263,1,0,0,0,1,1
0,1,10,5,-0.7730548698164511,0,0,0,1,1,0
0,1,11,15,0.602801707192101,1,0,1,1,0,0
0,0,11,17,-0.9920494861339458,0,0,1,1,1,0
4,1,8,5,1.6922316737680578,1,0,0,0,1,1
0,0,1,1,-1.3746872509320593,0,1,0,1,1,0
2,0,1,29,-0.28772050608934485,1,0,1,0,1,1
1,1,11,23,0.3363961352917277,1,0,0,0,0,0
0,1,2,11,1.0144126412660355,0,0,0,1,0,0
2,1,2,25,-1.458634263334597,1,0,1,0,0,0
0,0,6,4,-0.7926151369133405,1,1,0,0,1,1
0,1,10,15,-0.20666630683344234,0,0,0,0,1,0
0,1,6,22,0.8241175029206683,0,0,0,1,0,0
1,1,5,23,0.35113389232859765,1,0,0,1,1,1
0,0,10,30,-1.5105489998643329,1,0,0,0,1,1
1,1,10,5,-1.6416367409929373,1,0,1,1,0,0
2,1,4,7,0.9153641049039971,1,0,0,0,1,1
2,0,11,15,-0.28051445657437307,0,1,0,1,1,0
0,1,6,24,-0.9475348081445848,0,0,1,0,0,0
1,0,4,13,-1.4725925198229723,0,0,0,1,0,0
0,1,2,3,-0.3370091918823746,1,0,0,1,1,1
1,1,4,29,-0.05960400113102302,0,0,1,0,1,0
0,1,10,25,-1.1225240201644016,1,0,0,0,1,1
0,1,1,22,0.9113107020518255,1,1,0,1,0,0
0,1,9,6,0.9716197933771269,1,0,0,0,0,0
1,0,10,13,-1.7021536991311708,1,0,0,0,0,0
1,1,4,21,-1.2527941518288077,0,1,0,1,0,0
0,1,7,25,-0.981233482967724,0,1,0,1,1,0
1,1,5,20,-1.5105351420768038,0,0,1,0,0,0
0,1,3,8,1.5166396479907387,1,0,0,1,1,1
1,0,3,14,-0.5689712328799362,1,0,1,1,1,1
2,0,6,15,0.8514277376930345,0,0,0,1,1,0
0,0,2,9,-1.6401297065991816,1,0,0,0,1,1
0,0,2,4,-1.1996391433152451,0,0,0,0,1,0
1,0,11,29,-1.6316037028220924,1,0,0,0,1,1
2,1,7,13,-1.328402240585895,1,0,1,0,0,0
0,1,12,16,1.6752281684702306,1,0,1,0,0,0
0,1,3,26,1.1185643078855518,1,0,1,0,1,1
2,1,2,24,-0.06285711675340698,0,0,0,0,0,0
5,0,8,6,-1.2682629071578213,1,0,0,0,0,0
0,1,6,14,0.2596170634884575,0,0,1,1,1,0
0,1,5,29,-0.5305297302750681,0,0,1,1,0,0
0,1,11,4,-1.0120566668786388,1,0,0,1,0,0
0,1,4,14,0.1639498272834441,1,0,0,0,1,1
1,0,6,26,-1.092560019080272,1,0,0,0,1,1
0,1,1,7,0.8018653605963112,0,0,0,1,1,0
2,1,2,14,-0.7282561071827498,0,0,1,1,1,0
1,1,4,22,-0.1192721697831176,1,0,0,0,1,1
2,1,4,8,-0.10085517015735353,0,0,0,1,0,0
0,1,12,9,0.261605655998839,1,0,0,0,0,0
2,0,6,11,1.7296303778613846,0,0,0,0,1,0
0,1,4,3,-0.7771463815843268,0,1,0,0,1,0
0,0,11,6,-0.42684922843153106,1,0,0,1,0,0
0,0,11,13,-1.219296414924836,1,0,1,0,1,1
0,1,9,27,-0.8571127445192191,0,1,0,0,0,0
0,1,9,19,-0.8806571255306362,1,0,0,0,0,0
0,1,4,10,0.5892661132233535,0,0,1,0,0,0
0,1,7,16,0.974720473336694,1,0,0,0,1,1
0,0,7,14,1.315272137409867,0,0,0,1,1,0
0,1,7,15,1.5083526910485212,0,0,0,1,1,0
0,0,8,1,-1.706009628511057,0,0,1,1,1,0
2,1,10,2,-0.12052283510759125,1,0,1,0,0,0
0,0,9,13,-0.18432062444326577,0,0,0,0,1,0
1,0,11,27,-1.4139186474260683,0,1,0,0,1,0
0,1,5,24,0.5024020365460053,1,0,1,1,1,1
4,0,4,20,0.9870885487061405,0,0,0,0,1,0
0,1,6,29,0.14066874423507414,1,0,1,1,0,0
0,1,4,14,1.0724629132241439,0,0,0,1,1,0
2,0,1,6,-1.6530139845540754,0,0,1,0,0,0
0,1,2,27,1.5204990418175075,1,0,0,1,1,1
0,1,7,7,1.7299976092308975,0,1,0,0,0,0
2,0,3,4,-1.124613081634367,0,0,0,1,1,0
0,1,5,27,-0.7228515700465211,1,0,0,0,0,0
0,0,1,21,-0.03150387246951583,1,0,1,1,1,1
0,1,12,27,0.2559204986651523,1,0,0,0,0,0
0,1,6,26,1.2362411751331683,0,0,0,1,1,0
0,0,11,7,0.1969556127301438,0,1,0,0,1,0
0,0,6,19,0.38682115966211844,0,0,0,1,1,0
1,0,3,27,-1.4312166307088825,0,0,0,1,1,0
0,1,3,5,1.280904824338464,1,1,0,1,0,0
0,0,7,27,-1.6058628624873619,1,0,0,0,1,1
0,0,10,18,-0.05536005370033058,0,0,0,0,1,0
2,0,11,12,-0.3775016470415039,1,0,0,1,1,1
